X Y Z sizeX sizeY sizeZ
6 8 14 1 1 1
6 9 14 1 1 1
6 10 14 1 1 1
6 11 14 1 1 1
6 12 14 1 1 1
6 13 14 1 1 1
6 16 14 1 1 1
6 17 14 1 1 1
2 8 15 2 8 1
4 8 15 2 8 1
2 4 15 2 4 1
2 16 15 2 4 1
4 4 15 2 4 1
0 6 15 2 4 1
4 16 15 2 2 1
1 12 15 1 4 1
6 6 15 1 4 1
1 3 15 1 3 1
4 18 15 1 3 1
1 10 15 1 2 1
1 16 15 1 2 1
0 10 15 1 1 1
2 3 15 1 1 1
2 20 15 1 1 1
3 3 15 1 1 1
3 20 15 1 1 1
4 3 15 1 1 1
5 3 15 1 1 1
6 10 15 1 1 1
1 3 16 4 2 1
1 5 16 4 2 1
1 7 16 4 2 1
1 9 16 4 2 1
1 11 16 4 2 1
2 14 16 2 2 1
2 16 16 2 2 1
2 18 16 2 2 1
1 13 16 4 1 1
2 2 16 3 1 1
2 20 16 3 1 1
4 14 16 1 1 1
4 15 16 1 1 1
4 16 16 1 1 1
4 17 16 1 1 1
4 18 16 1 1 1
4 19 16 1 1 1
5 3 16 1 1 1
5 4 16 1 1 1
5 5 16 1 1 1
5 6 16 1 1 1
5 7 16 1 1 1
5 8 16 1 1 1
5 9 16 1 1 1
5 10 16 1 1 1
5 11 16 1 1 1
5 12 16 1 1 1
2 1 17 2 8 1
2 16 17 2 4 1
4 4 17 2 4 1
4 2 17 2 2 1
1 4 17 1 4 1
4 16 17 1 4 1
1 2 17 1 2 1
4 8 17 1 2 1
3 9 17 1 2 1
1 8 17 1 1 1
2 9 17 1 1 1
2 15 17 1 1 1
2 20 17 1 1 1
3 15 17 1 1 1
3 20 17 1 1 1
4 1 17 1 1 1
4 15 17 1 1 1
4 20 17 1 1 1
5 8 17 1 1 1
1 2 18 4 2 1
1 4 18 4 2 1
1 6 18 4 2 1
2 0 18 2 2 1
2 16 18 2 2 1
2 18 18 2 2 1
2 8 18 3 1 1
2 15 18 3 1 1
2 20 18 3 1 1
4 0 18 1 1 1
4 1 18 1 1 1
4 16 18 1 1 1
4 17 18 1 1 1
4 18 18 1 1 1
4 19 18 1 1 1
5 2 18 1 1 1
5 3 18 1 1 1
5 4 18 1 1 1
5 5 18 1 1 1
5 6 18 1 1 1
5 7 18 1 1 1
2 0 19 2 8 1
2 16 19 2 4 1
4 2 19 2 4 1
4 16 19 1 4 1
1 2 19 1 4 1
4 0 19 1 2 1
4 6 19 1 2 1
1 6 19 1 1 1
2 15 19 1 1 1
3 15 19 1 1 1
4 15 19 1 1 1
5 6 19 1 1 1
1 2 20 4 2 1
1 4 20 4 2 1
2 6 20 2 2 1
2 16 20 2 2 1
2 1 20 3 1 1
2 18 20 3 1 1
4 6 20 2 1 1
1 6 20 1 1 1
3 19 20 1 1 1
4 7 20 1 1 1
4 16 20 1 1 1
4 17 20 1 1 1
5 2 20 1 1 1
5 3 20 1 1 1
5 4 20 1 1 1
5 5 20 1 1 1
1 2 21 2 4 1
3 2 21 2 4 1
5 2 21 1 4 1
1 6 21 1 1 1
2 6 21 1 1 1
3 6 21 1 1 1
4 6 21 1 1 1
5 6 21 1 1 1
1 3 22 4 2 1
3 5 22 2 2 1
2 2 22 3 1 1
1 5 22 2 1 1
5 3 22 1 1 1
5 4 22 1 1 1
5 5 22 1 1 1
1 3 23 2 2 1
4 3 23 2 2 1
