X Y Z sizeX sizeY sizeZ
6 21 18 4 1 1
3 13 18 1 1 1
5 19 18 1 1 1
8 22 18 1 1 1
10 19 18 1 1 1
12 13 18 1 1 1
6 0 19 2 8 1
6 8 19 2 8 1
8 0 19 2 8 1
8 8 19 2 8 1
3 6 19 2 8 1
10 3 19 2 8 1
6 16 19 2 4 1
8 16 19 2 4 1
10 11 19 2 4 1
4 4 19 2 2 1
12 10 19 2 2 1
5 8 19 1 4 1
5 12 19 1 4 1
12 6 19 1 4 1
5 1 19 1 3 1
5 6 19 1 2 1
12 12 19 1 2 1
10 1 19 1 2 1
7 20 19 2 1 1
2 10 19 1 1 1
4 3 19 1 1 1
4 14 19 1 1 1
10 15 19 1 1 1
3 4 20 8 2 1
3 6 20 8 2 1
3 8 20 8 2 1
3 10 20 8 2 1
4 2 20 8 2 1
4 12 20 8 2 1
11 4 20 2 8 1
6 0 20 4 2 1
6 14 20 4 2 1
7 16 20 2 1 1
3 12 20 1 1 1
5 1 20 1 1 1
10 1 20 1 1 1
12 12 20 1 1 1
6 0 21 2 8 1
8 0 21 2 8 1
4 2 21 2 8 1
10 2 21 2 8 1
4 10 21 8 2 1
5 12 21 4 2 1
6 8 21 4 2 1
9 12 21 2 2 1
3 4 21 1 4 1
12 4 21 1 4 1
3 8 21 1 2 1
12 8 21 1 2 1
7 14 21 2 1 1
3 3 21 1 1 1
4 12 21 1 1 1
5 1 21 1 1 1
10 1 21 1 1 1
11 12 21 1 1 1
12 3 21 1 1 1
3 3 22 8 2 1
3 5 22 8 2 1
3 7 22 8 2 1
4 9 22 8 2 1
5 11 22 4 2 1
6 1 22 4 2 1
11 3 22 2 4 1
9 11 22 2 2 1
11 7 22 2 2 1
4 2 22 2 1 1
10 2 22 2 1 1
7 0 22 2 1 1
7 13 22 2 1 1
3 9 22 1 1 1
4 11 22 1 1 1
11 11 22 1 1 1
12 9 22 1 1 1
4 3 23 2 8 1
6 2 23 2 8 1
8 2 23 2 8 1
10 2 23 2 8 1
6 10 23 4 2 1
3 4 23 1 4 1
12 4 23 1 4 1
6 12 23 4 1 1
3 8 23 1 2 1
10 10 23 1 2 1
12 8 23 1 2 1
7 1 23 2 1 1
3 3 23 1 1 1
5 2 23 1 1 1
5 11 23 1 1 1
11 10 23 1 1 1
12 3 23 1 1 1
3 4 24 8 2 1
3 6 24 8 2 1
3 8 24 8 2 1
5 2 24 4 2 1
6 10 24 4 2 1
11 4 24 2 4 1
9 2 24 2 2 1
11 8 24 2 2 1
4 10 24 2 1 1
10 10 24 2 1 1
7 1 24 2 1 1
4 3 24 1 1 1
11 3 24 1 1 1
4 3 25 2 8 1
6 2 25 2 8 1
8 2 25 2 8 1
10 3 25 2 8 1
6 10 25 4 2 1
3 6 25 1 4 1
12 6 25 1 4 1
5 2 25 1 1 1
10 2 25 1 1 1
3 6 26 8 2 1
3 8 26 8 2 1
5 3 26 4 2 1
11 6 26 2 4 1
9 3 26 2 2 1
8 5 26 4 1 1
6 10 26 4 1 1
4 5 26 2 1 1
7 5 26 1 1 1
3 8 27 1 1 1
12 8 27 1 1 1
