X Y Z sizeX sizeY sizeZ
0 4 0 4 2 1
1 16 0 4 2 1
1 18 0 4 1 1
4 4 0 2 2 1
1 6 0 1 1 1
4 6 0 1 1 1
1 5 1 4 2 1
1 17 1 4 2 1
5 5 1 1 2 1
3 4 1 2 1 1
0 5 1 1 1 1
1 4 1 1 1 1
0 5 2 4 2 1
1 17 2 4 2 1
4 5 2 2 2 1
0 5 3 4 2 1
1 17 3 4 2 1
4 5 3 2 2 1
0 5 4 4 2 1
1 16 4 4 2 1
1 18 4 4 1 1
4 5 4 2 2 1
0 16 5 4 2 1
0 5 5 4 2 1
4 15 5 1 4 1
4 5 5 2 2 1
1 18 5 3 1 1
5 16 5 1 2 1
1 15 5 1 1 1
0 16 6 4 2 1
0 5 6 4 2 1
4 15 6 2 3 1
0 15 6 4 1 1
1 18 6 4 1 1
4 5 6 2 2 1
1 4 6 1 1 1
1 7 6 1 1 1
4 4 6 1 1 1
2 8 7 2 4 1
0 15 7 2 4 1
4 15 7 2 4 1
0 5 7 4 2 1
2 15 7 2 3 1
4 4 7 2 3 1
1 7 7 1 4 1
4 7 7 1 4 1
0 4 7 2 1 1
2 7 7 2 1 1
1 14 7 1 1 1
4 14 7 1 1 1
2 8 8 2 8 1
0 4 8 4 2 1
0 6 8 4 2 1
0 16 8 4 2 1
4 4 8 2 4 1
4 15 8 2 4 1
0 18 8 4 1 1
1 8 8 1 4 1
1 12 8 1 4 1
4 8 8 1 4 1
4 12 8 1 3 1
0 8 8 1 2 1
5 8 8 1 2 1
0 15 8 1 1 1
2 8 9 2 8 1
0 4 9 2 8 1
4 4 9 2 8 1
2 4 9 2 4 1
0 14 9 2 4 1
4 14 9 2 4 1
2 16 9 2 3 1
1 12 9 1 2 1
4 12 9 1 2 1
0 18 9 2 1 1
4 18 9 2 1 1
0 8 10 2 8 1
2 8 10 2 8 1
4 8 10 2 8 1
0 4 10 4 2 1
0 6 10 4 2 1
0 16 10 4 2 1
4 4 10 2 4 1
4 16 10 2 3 1
0 18 10 4 1 1
1 3 10 4 1 1
0 8 11 2 8 1
2 8 11 2 8 1
4 8 11 2 8 1
0 4 11 2 4 1
2 4 11 2 4 1
4 4 11 2 4 1
0 16 11 4 2 1
4 16 11 2 3 1
0 18 11 4 1 1
1 3 11 4 1 1
0 8 12 2 8 1
2 8 12 2 8 1
4 8 12 2 8 1
0 4 12 4 2 1
0 6 12 4 2 1
0 16 12 4 2 1
4 4 12 2 4 1
1 3 12 4 1 1
1 18 12 4 1 1
4 16 12 2 2 1
0 8 13 2 8 1
2 8 13 2 8 1
4 8 13 2 8 1
0 4 13 2 4 1
2 4 13 2 4 1
2 16 13 2 4 1
4 4 13 2 4 1
1 3 13 4 1 1
0 16 13 2 2 1
4 16 13 2 2 1
1 18 13 1 1 1
4 18 13 1 1 1
0 8 14 2 8 1
2 8 14 2 8 1
4 8 14 2 8 1
0 4 14 4 2 1
0 6 14 4 2 1
1 16 14 4 2 1
4 4 14 2 4 1
1 3 14 4 1 1
1 18 14 4 1 1
2 2 14 2 1 1
2 19 14 2 1 1
0 16 14 1 1 1
5 16 14 1 1 1
2 8 15 2 8 1
0 4 15 2 4 1
2 4 15 2 4 1
2 16 15 2 4 1
4 4 15 2 4 1
1 2 15 4 2 1
1 8 15 1 4 1
1 12 15 1 4 1
1 16 15 1 4 1
4 8 15 1 4 1
4 12 15 1 4 1
4 16 15 1 4 1
0 8 15 1 2 1
5 8 15 1 2 1
2 8 16 2 8 1
0 4 16 4 2 1
1 2 16 4 2 1
1 6 16 4 2 1
1 16 16 4 2 1
1 18 16 4 2 1
5 3 16 1 4 1
2 1 16 2 1 1
1 8 16 1 2 1
4 4 16 1 2 1
4 8 16 1 2 1
0 3 16 1 1 1
0 6 16 1 1 1
1 15 16 1 1 1
4 15 16 1 1 1
2 0 17 2 8 1
2 16 17 2 4 1
0 3 17 2 3 1
4 3 17 2 3 1
1 15 17 1 4 1
4 15 17 1 4 1
2 14 17 2 2 1
1 6 17 1 2 1
4 6 17 1 2 1
1 1 17 1 2 1
4 1 17 1 2 1
2 8 17 2 1 1
2 0 18 2 8 1
1 15 18 4 2 1
0 3 18 2 3 1
4 3 18 2 3 1
2 17 18 2 3 1
2 14 18 2 1 1
1 1 18 1 2 1
4 1 18 1 2 1
1 6 18 1 1 1
1 17 18 1 1 1
4 6 18 1 1 1
4 17 18 1 1 1
2 0 19 2 4 1
2 15 19 2 4 1
0 4 19 4 2 1
4 3 19 2 3 1
1 6 19 4 1 1
1 1 19 1 3 1
4 1 19 1 2 1
0 3 19 1 1 1
0 3 20 4 2 1
1 5 20 4 2 1
1 2 20 4 1 1
4 3 20 2 2 1
2 1 20 2 1 1
1 2 21 2 4 1
3 2 21 2 4 1
0 3 21 1 2 1
5 3 21 1 2 1
0 3 22 4 2 1
4 3 22 2 2 1
