X Y Z sizeX sizeY sizeZ
0 0 0 4 2 1
0 2 0 4 2 1
13 0 0 4 2 1
13 2 0 4 2 1
0 0 1 2 4 1
2 0 1 2 4 1
4 0 1 2 4 1
12 0 1 2 4 1
14 0 1 2 4 1
11 0 1 1 4 1
16 0 1 1 4 1
0 0 2 8 2 1
0 2 2 8 2 1
9 0 2 8 2 1
9 2 2 8 2 1
8 0 3 8 2 1
2 0 3 2 4 1
4 0 3 2 4 1
6 0 3 2 4 1
12 2 3 4 2 1
10 2 3 2 2 1
1 0 3 1 4 1
9 2 3 1 2 1
8 3 3 1 1 1
8 0 4 8 2 1
4 0 4 4 2 1
4 2 4 4 2 1
12 2 4 4 2 1
2 0 4 2 4 1
10 2 4 2 2 1
1 0 4 1 4 1
8 3 4 2 1 1
9 2 4 1 1 1
2 0 5 8 2 1
10 0 5 2 4 1
12 0 5 2 4 1
4 2 5 4 2 1
2 2 5 2 2 1
14 0 5 1 4 1
9 2 5 1 2 1
8 3 5 1 1 1
2 0 6 8 2 1
4 2 6 4 2 1
9 2 6 4 2 1
10 0 6 4 2 1
2 2 6 2 2 1
13 2 6 2 2 1
14 0 6 1 2 1
8 3 6 1 1 1
2 0 7 8 2 1
10 0 7 2 4 1
12 0 7 2 4 1
4 2 7 4 2 1
2 2 7 2 2 1
14 0 7 1 4 1
9 2 7 1 2 1
8 3 7 1 1 1
0 0 8 8 2 1
0 2 8 8 2 1
8 0 8 8 2 1
9 2 8 8 2 1
16 0 8 1 2 1
8 3 8 1 1 1
0 0 9 8 2 1
0 2 9 8 2 1
8 0 9 8 2 1
10 2 9 8 2 1
16 0 9 2 2 1
8 3 9 2 1 1
0 0 10 8 2 1
0 2 10 8 2 1
8 0 10 8 2 1
10 2 10 8 2 1
16 0 10 2 2 1
8 3 10 2 1 1
0 0 11 8 2 1
0 2 11 8 2 1
8 0 11 8 2 1
10 2 11 8 2 1
16 0 11 2 2 1
8 3 11 2 1 1
8 0 12 4 2 1
8 2 12 4 2 1
6 0 12 2 4 1
5 0 12 1 4 1
6 0 13 2 4 1
8 0 13 2 4 1
10 0 13 2 4 1
5 0 13 1 4 1
6 0 14 4 2 1
6 2 14 4 2 1
10 0 14 1 4 1
6 0 15 2 4 1
8 0 15 2 4 1
10 0 15 1 4 1
8 0 16 2 4 1
7 0 16 1 4 1
