X Y Z sizeX sizeY sizeZ
32 16 11 1 1 1
33 6 11 1 1 1
34 38 11 1 1 1
39 12 11 1 1 1
39 14 11 1 1 1
39 33 11 1 1 1
8 8 12 8 2 1
8 10 12 8 2 1
8 12 12 8 2 1
8 32 12 8 2 1
8 34 12 8 2 1
8 36 12 8 2 1
27 10 12 8 2 1
27 34 12 8 2 1
28 7 12 8 2 1
28 12 12 8 2 1
28 32 12 8 2 1
28 36 12 8 2 1
36 8 12 2 8 1
36 28 12 2 8 1
8 14 12 4 2 1
8 16 12 4 2 1
8 28 12 4 2 1
8 30 12 4 2 1
32 14 12 4 2 1
32 16 12 4 2 1
32 28 12 4 2 1
32 30 12 4 2 1
12 28 12 2 4 1
16 8 12 2 4 1
16 32 12 2 4 1
12 14 12 2 4 1
16 12 12 2 2 1
16 36 12 2 2 1
36 16 12 2 2 1
36 36 12 2 2 1
8 7 12 4 1 1
8 38 12 4 1 1
12 7 12 4 1 1
12 38 12 4 1 1
28 9 12 4 1 1
28 38 12 4 1 1
32 9 12 4 1 1
32 38 12 4 1 1
7 8 12 1 4 1
7 12 12 1 4 1
7 28 12 1 4 1
7 32 12 1 4 1
38 8 12 1 4 1
38 12 12 1 4 1
38 28 12 1 4 1
38 32 12 1 4 1
36 7 12 3 1 1
36 38 12 3 1 1
7 36 12 1 3 1
10 18 12 2 1 1
10 27 12 2 1 1
16 38 12 2 1 1
34 18 12 2 1 1
34 27 12 2 1 1
7 16 12 1 2 1
18 10 12 1 2 1
18 34 12 1 2 1
35 10 12 1 2 1
35 34 12 1 2 1
38 16 12 1 2 1
38 36 12 1 2 1
7 7 12 1 1 1
8 18 12 1 1 1
8 27 12 1 1 1
13 18 12 1 1 1
13 27 12 1 1 1
18 8 12 1 1 1
18 13 12 1 1 1
18 32 12 1 1 1
18 37 12 1 1 1
27 8 12 1 1 1
27 13 12 1 1 1
27 32 12 1 1 1
27 37 12 1 1 1
32 18 12 1 1 1
32 27 12 1 1 1
37 18 12 1 1 1
37 27 12 1 1 1
8 8 13 2 8 1
8 16 13 2 8 1
8 24 13 2 8 1
10 8 13 2 8 1
10 24 13 2 8 1
12 8 13 2 8 1
12 16 13 2 8 1
12 24 13 2 8 1
32 8 13 2 8 1
32 16 13 2 8 1
32 24 13 2 8 1
34 8 13 2 8 1
34 24 13 2 8 1
36 8 13 2 8 1
36 16 13 2 8 1
36 24 13 2 8 1
8 32 13 8 2 1
8 34 13 8 2 1
8 36 13 8 2 1
16 8 13 8 2 1
16 12 13 8 2 1
16 32 13 8 2 1
16 36 13 8 2 1
24 8 13 8 2 1
24 10 13 8 2 1
24 12 13 8 2 1
24 32 13 8 2 1
24 34 13 8 2 1
24 36 13 8 2 1
14 10 13 8 2 1
10 16 13 2 4 1
32 32 13 2 4 1
34 16 13 2 4 1
34 32 13 2 4 1
36 32 13 2 4 1
16 34 13 4 2 1
32 36 13 4 2 1
10 20 13 2 2 1
14 8 13 2 2 1
14 12 13 2 2 1
20 34 13 2 2 1
34 20 13 2 2 1
36 36 13 2 2 1
14 16 13 1 4 1
14 20 13 1 4 1
14 24 13 1 4 1
14 28 13 1 4 1
31 16 13 1 4 1
31 20 13 1 4 1
31 24 13 1 4 1
31 28 13 1 4 1
16 14 13 4 1 1
16 31 13 4 1 1
20 14 13 4 1 1
20 31 13 4 1 1
24 14 13 4 1 1
24 31 13 4 1 1
28 14 13 4 1 1
28 31 13 3 1 1
10 22 13 1 2 1
14 14 13 1 2 1
22 10 13 1 2 1
22 34 13 1 2 1
35 22 13 1 2 1
7 7 13 1 2 1
7 37 13 1 2 1
38 7 13 1 2 1
38 37 13 1 2 1
7 13 13 1 1 1
7 32 13 1 1 1
8 7 13 1 1 1
8 38 13 1 1 1
11 22 13 1 1 1
13 7 13 1 1 1
13 38 13 1 1 1
15 14 13 1 1 1
15 31 13 1 1 1
23 10 13 1 1 1
23 35 13 1 1 1
31 15 13 1 1 1
32 7 13 1 1 1
32 38 13 1 1 1
34 22 13 1 1 1
37 7 13 1 1 1
37 38 13 1 1 1
38 13 13 1 1 1
38 32 13 1 1 1
8 12 14 8 2 1
8 32 14 8 2 1
16 8 14 8 2 1
16 10 14 8 2 1
16 12 14 8 2 1
16 32 14 8 2 1
16 34 14 8 2 1
24 10 14 8 2 1
24 12 14 8 2 1
24 32 14 8 2 1
24 34 14 8 2 1
24 36 14 8 2 1
8 9 14 8 2 1
8 35 14 8 2 1
8 24 14 2 8 1
10 16 14 2 8 1
10 24 14 2 8 1
12 16 14 2 8 1
12 24 14 2 8 1
32 8 14 2 8 1
32 16 14 2 8 1
32 24 14 2 8 1
34 16 14 2 8 1
34 24 14 2 8 1
36 16 14 2 8 1
35 8 14 2 8 1
8 14 14 4 2 1
20 36 14 4 2 1
24 8 14 4 2 1
32 32 14 4 2 1
32 34 14 4 2 1
8 20 14 2 4 1
36 24 14 2 4 1
36 30 14 2 4 1
8 18 14 2 2 1
