X Y Z sizeX sizeY sizeZ
4 20 0 4 2 1
4 22 0 4 2 1
4 76 0 4 2 1
16 20 0 4 2 1
16 74 0 4 2 1
16 76 0 4 2 1
5 18 0 4 2 1
5 73 0 4 2 1
5 78 0 4 2 1
17 18 0 4 2 1
17 22 0 4 2 1
17 78 0 4 2 1
6 24 0 2 2 1
8 20 0 2 2 1
8 76 0 2 2 1
18 24 0 2 2 1
20 20 0 2 2 1
20 76 0 2 2 1
9 74 0 2 2 1
4 75 0 4 1 1
16 73 0 4 1 1
6 80 0 3 1 1
17 80 0 3 1 1
4 24 0 2 1 1
8 22 0 2 1 1
20 24 0 2 1 1
20 75 0 2 1 1
21 22 0 2 1 1
3 20 0 1 1 1
3 21 0 1 1 1
3 22 0 1 1 1
4 19 0 1 1 1
5 25 0 1 1 1
8 23 0 1 1 1
8 24 0 1 1 1
8 75 0 1 1 1
9 73 0 1 1 1
9 78 0 1 1 1
10 21 0 1 1 1
10 76 0 1 1 1
15 21 0 1 1 1
15 74 0 1 1 1
15 75 0 1 1 1
15 76 0 1 1 1
16 22 0 1 1 1
16 78 0 1 1 1
17 24 0 1 1 1
17 72 0 1 1 1
20 25 0 1 1 1
20 74 0 1 1 1
21 19 0 1 1 1
21 23 0 1 1 1
22 20 0 1 1 1
22 21 0 1 1 1
5 18 1 2 8 1
6 73 1 2 8 1
7 18 1 2 8 1
17 18 1 2 8 1
17 72 1 2 8 1
19 18 1 2 8 1
3 20 1 2 4 1
8 73 1 2 4 1
19 73 1 2 4 1
21 20 1 2 4 1
4 76 1 2 2 1
8 77 1 2 2 1
9 20 1 2 2 1
15 20 1 2 2 1
15 74 1 2 2 1
19 77 1 2 2 1
21 75 1 1 3 1
5 73 1 1 3 1
10 74 1 1 3 1
16 76 1 1 3 1
5 78 1 1 2 1
9 22 1 1 2 1
16 22 1 1 2 1
8 79 1 1 2 1
19 79 1 1 2 1
4 19 1 1 1 1
4 24 1 1 1 1
4 75 1 1 1 1
7 72 1 1 1 1
8 72 1 1 1 1
15 76 1 1 1 1
16 73 1 1 1 1
17 80 1 1 1 1
18 80 1 1 1 1
20 79 1 1 1 1
21 19 1 1 1 1
21 24 1 1 1 1
3 20 2 8 2 1
4 22 2 4 2 1
4 24 2 4 2 1
4 76 2 4 2 1
16 20 2 4 2 1
16 22 2 4 2 1
16 74 2 4 2 1
16 76 2 4 2 1
5 18 2 4 2 1
5 73 2 4 2 1
5 78 2 4 2 1
17 18 2 4 2 1
17 24 2 4 2 1
17 78 2 4 2 1
8 22 2 2 2 1
8 76 2 2 2 1
20 20 2 2 2 1
20 22 2 2 2 1
20 76 2 2 2 1
9 74 2 2 2 1
17 72 2 2 2 1
4 75 2 4 1 1
6 80 2 3 1 1
17 80 2 3 1 1
6 26 2 2 1 1
18 26 2 2 1 1
20 75 2 2 1 1
7 72 2 2 1 1
19 73 2 2 1 1
3 22 2 1 1 1
3 23 2 1 1 1
4 19 2 1 1 1
8 24 2 1 1 1
8 25 2 1 1 1
8 75 2 1 1 1
9 73 2 1 1 1
9 78 2 1 1 1
10 76 2 1 1 1
15 21 2 1 1 1
15 74 2 1 1 1
15 75 2 1 1 1
15 76 2 1 1 1
16 73 2 1 1 1
16 78 2 1 1 1
20 74 2 1 1 1
21 19 2 1 1 1
21 24 2 1 1 1
21 25 2 1 1 1
22 20 2 1 1 1
22 21 2 1 1 1
22 22 2 1 1 1
22 23 2 1 1 1
5 19 3 2 8 1
6 73 3 2 8 1
17 73 3 2 8 1
18 19 3 2 8 1
8 20 3 2 4 1
20 20 3 2 4 1
8 73 3 2 4 1
19 74 3 2 4 1
16 22 3 2 2 1
20 24 3 2 2 1
3 21 3 2 2 1
4 75 3 2 2 1
7 24 3 2 2 1
8 77 3 2 2 1
15 74 3 2 2 1
19 78 3 2 2 1
7 20 3 1 4 1
16 76 3 1 4 1
22 21 3 1 3 1
4 23 3 1 3 1
5 77 3 1 3 1
17 19 3 1 3 1
10 74 3 1 2 1
17 24 3 1 2 1
4 19 3 1 2 1
5 73 3 1 2 1
8 79 3 1 2 1
21 75 3 1 2 1
3 23 3 1 1 1
6 18 3 1 1 1
7 19 3 1 1 1
7 26 3 1 1 1
8 19 3 1 1 1
16 21 3 1 1 1
16 73 3 1 1 1
18 18 3 1 1 1
19 73 3 1 1 1
19 80 3 1 1 1
20 19 3 1 1 1
20 26 3 1 1 1
4 20 4 4 2 1
4 22 4 4 2 1
4 24 4 4 2 1
16 22 4 4 2 1
16 74 4 4 2 1
16 76 4 4 2 1
16 78 4 4 2 1
5 74 4 4 2 1
5 76 4 4 2 1
5 78 4 4 2 1
17 20 4 4 2 1
17 24 4 4 2 1
8 22 4 2 2 1
20 22 4 2 2 1
5 26 4 4 1 1
17 26 4 4 1 1
6 73 4 3 1 1
6 80 4 3 1 1
18 19 4 3 1 1
17 73 4 3 1 1
17 80 4 3 1 1
8 21 4 2 1 1
8 24 4 2 1 1
3 22 4 1 1 1
6 19 4 1 1 1
8 20 4 1 1 1
8 25 4 1 1 1
9 74 4 1 1 1
9 75 4 1 1 1
9 76 4 1 1 1
9 77 4 1 1 1
9 78 4 1 1 1
16 21 4 1 1 1
16 24 4 1 1 1
20 74 4 1 1 1
20 75 4 1 1 1
20 76 4 1 1 1
20 77 4 1 1 1
20 78 4 1 1 1
20 79 4 1 1 1
21 20 4 1 1 1
21 21 4 1 1 1
21 24 4 1 1 1
21 25 4 1 1 1
22 22 4 1 1 1
18 20 5 2 8 1
6 20 5 2 4 1
6 76 5 2 4 1
16 76 5 2 4 1
18 76 5 2 4 1
4 21 5 2 4 1
20 21 5 2 4 1
6 24 5 2 2 1
6 74 5 2 2 1
8 22 5 2 2 1
8 76 5 2 2 1
16 22 5 2 2 1
4 25 5 2 2 1
20 25 5 2 2 1
5 76 5 1 4 1
20 76 5 1 4 1
8 24 5 1 3 1
8 78 5 1 3 1
17 24 5 1 3 1
6 26 5 1 2 1
18 74 5 1 2 1
5 20 5 1 1 1
6 80 5 1 1 1
7 26 5 1 1 1
7 80 5 1 1 1
8 21 5 1 1 1
8 75 5 1 1 1
9 24 5 1 1 1
9 78 5 1 1 1
16 24 5 1 1 1
17 21 5 1 1 1
17 75 5 1 1 1
17 80 5 1 1 1
18 80 5 1 1 1
19 75 5 1 1 1
19 80 5 1 1 1
20 20 5 1 1 1
4 22 6 4 2 1
4 24 6 4 2 1
16 24 6 4 2 1
16 76 6 4 2 1
16 78 6 4 2 1
5 76 6 4 2 1
5 78 6 4 2 1
17 22 6 4 2 1
6 26 6 2 2 1
8 24 6 2 2 1
18 26 6 2 2 1
20 24 6 2 2 1
5 80 6 4 1 1
17 80 6 4 1 1
6 75 6 3 1 1
18 21 6 3 1 1
5 21 6 3 1 1
17 75 6 3 1 1
4 26 6 2 1 1
8 23 6 2 1 1
20 26 6 2 1 1
5 27 6 1 1 1
8 22 6 1 1 1
8 26 6 1 1 1
9 76 6 1 1 1
9 77 6 1 1 1
9 78 6 1 1 1
16 23 6 1 1 1
17 26 6 1 1 1
17 27 6 1 1 1
20 76 6 1 1 1
20 77 6 1 1 1
20 78 6 1 1 1
20 79 6 1 1 1
21 22 6 1 1 1
21 23 6 1 1 1
6 24 7 2 4 1
6 76 7 2 4 1
16 76 7 2 4 1
18 24 7 2 4 1
18 76 7 2 4 1
4 22 7 2 4 1
20 22 7 2 4 1
6 22 7 2 2 1
8 24 7 2 2 1
8 76 7 2 2 1
16 24 7 2 2 1
18 22 7 2 2 1
5 76 7 1 4 1
20 76 7 1 4 1
8 78 7 1 3 1
5 26 7 1 2 1
8 22 7 1 2 1
8 26 7 1 2 1
17 22 7 1 2 1
17 26 7 1 2 1
20 26 7 1 2 1
4 26 7 1 1 1
5 21 7 1 1 1
5 80 7 1 1 1
6 21 7 1 1 1
6 75 7 1 1 1
6 80 7 1 1 1
7 21 7 1 1 1
7 75 7 1 1 1
7 80 7 1 1 1
8 75 7 1 1 1
9 23 7 1 1 1
9 78 7 1 1 1
16 23 7 1 1 1
17 75 7 1 1 1
17 80 7 1 1 1
18 21 7 1 1 1
18 75 7 1 1 1
18 80 7 1 1 1
19 21 7 1 1 1
19 75 7 1 1 1
19 80 7 1 1 1
20 21 7 1 1 1
21 26 7 1 1 1
4 22 8 4 2 1
4 24 8 4 2 1
4 26 8 4 2 1
16 24 8 4 2 1
16 76 8 4 2 1
16 78 8 4 2 1
5 76 8 4 2 1
5 78 8 4 2 1
17 22 8 4 2 1
17 26 8 4 2 1
8 24 8 2 2 1
20 24 8 2 2 1
5 80 8 4 1 1
6 75 8 3 1 1
5 28 8 3 1 1
17 75 8 3 1 1
17 80 8 3 1 1
8 23 8 2 1 1
18 28 8 2 1 1
3 24 8 1 1 1
3 25 8 1 1 1
8 22 8 1 1 1
8 26 8 1 1 1
8 27 8 1 1 1
9 76 8 1 1 1
9 77 8 1 1 1
9 78 8 1 1 1
16 26 8 1 1 1
20 76 8 1 1 1
20 77 8 1 1 1
20 78 8 1 1 1
20 79 8 1 1 1
21 22 8 1 1 1
21 23 8 1 1 1
21 26 8 1 1 1
21 27 8 1 1 1
22 24 8 1 1 1
22 25 8 1 1 1
6 22 9 2 8 1
18 22 9 2 8 1
4 24 9 2 4 1
6 76 9 2 4 1
18 76 9 2 4 1
20 24 9 2 4 1
8 24 9 2 2 1
8 76 9 2 2 1
16 24 9 2 2 1
16 76 9 2 2 1
20 22 9 2 2 1
5 76 9 1 4 1
20 76 9 1 4 1
8 78 9 1 3 1
17 78 9 1 3 1
8 26 9 1 3 1
17 26 9 1 3 1
3 24 9 1 2 1
5 22 9 1 2 1
22 24 9 1 2 1
4 23 9 1 1 1
5 28 9 1 1 1
5 80 9 1 1 1
6 75 9 1 1 1
6 80 9 1 1 1
7 75 9 1 1 1
7 80 9 1 1 1
8 23 9 1 1 1
8 75 9 1 1 1
9 26 9 1 1 1
9 78 9 1 1 1
16 26 9 1 1 1
16 78 9 1 1 1
17 23 9 1 1 1
17 75 9 1 1 1
18 75 9 1 1 1
18 80 9 1 1 1
19 75 9 1 1 1
19 80 9 1 1 1
20 28 9 1 1 1
20 80 9 1 1 1
4 24 10 4 2 1
4 26 10 4 2 1
16 76 10 4 2 1
16 78 10 4 2 1
5 76 10 4 2 1
5 78 10 4 2 1
16 25 10 4 2 1
17 23 10 4 2 1
17 27 10 4 2 1
6 22 10 2 2 1
6 28 10 2 2 1
8 25 10 2 2 1
20 25 10 2 2 1
5 80 10 4 1 1
17 80 10 4 1 1
6 75 10 3 1 1
18 22 10 3 1 1
17 29 10 3 1 1
17 75 10 3 1 1
4 23 10 2 1 1
21 24 10 2 1 1
3 25 10 1 1 1
5 22 10 1 1 1
5 28 10 1 1 1
8 23 10 1 1 1
8 24 10 1 1 1
8 27 10 1 1 1
8 28 10 1 1 1
8 29 10 1 1 1
9 76 10 1 1 1
9 77 10 1 1 1
9 78 10 1 1 1
9 79 10 1 1 1
20 76 10 1 1 1
20 77 10 1 1 1
20 78 10 1 1 1
20 79 10 1 1 1
21 23 10 1 1 1
21 27 10 1 1 1
21 28 10 1 1 1
22 25 10 1 1 1
4 24 11 2 4 1
6 24 11 2 4 1
6 76 11 2 4 1
