#AssemblyArea,X,Y,Z,SizeX,SizeY,SizeZ,ColorIndex,IsSupport,CanPress,ShiftX,ShiftY
0,3,3,1,2,2,1,6,0,1,0,0,
0,5,2,1,2,1,1,6,0,1,0,0,
0,3,2,1,2,1,1,6,0,1,-1,-1,
0,3,5,1,2,2,1,6,0,1,0,1,
0,3,7,1,2,2,1,6,0,1,0,1,
0,5,9,1,2,1,1,6,0,1,0,0,
0,6,10,1,1,1,1,6,0,1,0,1,
0,4,9,1,1,1,1,6,0,1,-1,1,
0,5,3,1,2,2,1,6,0,1,1,1,
0,4,1,1,1,1,1,6,0,1,0,-1,
0,7,3,1,2,2,1,2,0,1,1,0,
0,7,5,1,2,2,1,4,0,1,0,1,
0,5,5,1,2,2,1,4,0,1,0,1,
0,5,7,1,2,2,1,0,0,1,1,0,
0,8,11,1,2,1,1,4,0,1,0,0,
0,7,9,1,2,2,1,0,0,1,1,-1,
0,6,11,1,2,1,1,4,0,1,-1,1,
0,7,1,1,2,2,1,4,0,1,1,-1,
0,9,3,1,2,2,1,0,0,1,1,0,
0,9,1,1,2,2,1,4,0,1,1,-1,
0,7,7,1,2,2,1,0,0,1,1,0,
0,9,5,1,2,2,1,0,0,1,1,1,
0,9,7,1,2,2,1,0,0,1,1,1,
0,11,5,1,2,2,1,0,0,1,1,0,
0,10,11,1,2,1,1,4,0,1,1,0,
0,9,9,1,2,2,1,0,0,1,1,0,
0,13,2,1,2,1,1,4,0,1,0,0,
0,13,3,1,2,2,1,0,0,1,0,1,
0,11,3,1,2,2,1,0,0,1,0,-1,
0,11,1,1,2,2,1,4,0,1,0,-1,
0,13,9,1,2,2,1,5,0,1,0,0,
0,15,3,1,1,1,1,5,0,1,1,0,
0,11,7,1,2,2,1,0,0,1,1,1,
0,11,9,1,2,2,1,4,0,1,0,0,
0,15,7,1,2,2,1,5,0,1,0,0,
0,13,5,1,2,2,1,0,0,1,1,1,
0,15,5,1,2,2,1,5,0,1,1,-1,
0,17,6,1,1,2,1,5,0,1,1,0,
0,13,7,1,2,2,1,0,0,1,0,0,
0,16,3,1,1,1,1,0,1,1,1,0,
0,15,4,1,2,1,1,5,0,1,1,0,
0,18,4,1,1,1,1,0,1,1,0,0,
0,19,7,1,1,1,1,0,1,1,0,0,
0,14,11,1,1,1,1,0,1,1,0,1,
0,18,6,1,1,1,1,0,1,1,1,0,
0,9,12,1,1,1,1,0,1,1,0,1,
0,10,12,1,1,1,1,0,1,1,1,1,
0,19,5,1,1,1,1,0,1,1,0,0,
0,15,10,1,1,1,1,0,1,1,1,0,
0,2,3,1,1,1,1,0,1,1,-1,0,
0,16,2,1,1,1,1,0,1,1,0,-1,
0,0,6,1,1,1,1,0,1,1,0,0,
0,10,0,1,1,1,1,0,1,1,0,-1,
0,15,1,1,1,1,1,0,1,1,0,0,
0,1,3,1,1,1,1,0,1,1,-1,0,
0,1,1,1,1,1,1,0,1,1,0,0,
0,2,1,1,1,1,1,0,1,1,1,0,
0,13,0,1,1,1,1,0,1,1,0,0,
0,2,2,1,1,1,1,0,1,1,-1,0,
0,4,10,1,1,1,1,0,1,1,0,1,
1,1,1,1,2,1,1,3,0,1,0,0,
1,0,1,1,1,1,1,3,0,1,-1,0,
1,0,2,1,1,2,1,3,0,1,0,1,
1,1,2,1,2,2,1,3,0,1,1,1,
1,1,4,1,2,2,1,0,0,1,0,1,
1,0,4,1,1,2,1,3,0,1,-1,1,
1,1,6,1,2,2,1,3,0,1,0,1,
1,2,0,1,1,1,1,3,0,1,0,-1,
1,2,8,1,2,2,1,3,0,1,0,1,
1,4,8,1,1,2,1,3,0,1,1,0,
1,3,1,1,2,1,1,3,0,1,1,0,
1,3,2,1,2,2,1,0,0,1,1,1,
1,5,4,1,1,1,1,3,0,1,0,0,
1,3,4,1,2,2,1,0,0,1,0,1,
1,5,5,1,2,2,1,3,0,1,1,1,
1,3,6,1,2,2,1,0,0,1,0,0,
1,2,11,1,1,1,1,0,1,1,0,0,
1,5,2,1,1,2,1,3,0,1,1,-1,
1,3,13,1,1,1,1,0,1,1,0,0,
1,5,7,1,2,1,1,3,0,1,1,1,
1,7,8,1,1,1,1,0,1,1,0,0,
1,4,11,1,1,1,1,0,1,1,0,0,
1,10,7,1,1,1,1,0,1,1,0,0,
1,6,8,1,1,1,1,0,1,1,-1,1,
1,8,9,1,1,1,1,0,1,1,0,0,
1,9,7,1,1,1,1,0,1,1,-1,0,
1,2,13,1,1,1,1,0,1,1,-1,0,
1,9,9,1,1,1,1,0,1,1,1,0,
