#AssemblyArea,X,Y,Z,SizeX,SizeY,SizeZ,ColorIndex,IsSupport,CanPress,ShiftX,ShiftY
0,0,0,1,2,2,1,6,0,1,0,0,
0,1,12,1,2,2,1,6,0,1,0,0,
0,2,0,1,2,2,1,6,0,1,1,0,
0,3,12,1,2,2,1,6,0,1,1,0,
0,4,0,1,2,2,1,6,0,1,1,0,
0,1,14,1,2,1,1,6,0,1,0,1,
0,3,14,1,2,1,1,6,0,1,1,1,
0,1,2,1,1,1,1,6,0,1,0,1,
0,2,2,1,1,1,1,0,1,1,1,1,
0,4,2,1,1,1,1,6,0,1,0,1,
0,8,1,1,2,2,1,0,0,1,0,0,
0,8,12,1,2,2,1,0,0,1,0,0,
0,10,1,1,2,2,1,0,0,1,1,0,
0,10,12,1,2,2,1,0,0,1,1,0,
0,7,1,1,1,2,1,0,0,1,-1,0,
0,8,14,1,2,1,1,0,0,1,0,1,
0,10,14,1,2,1,1,0,0,1,1,1,
0,12,1,1,1,2,1,0,0,1,1,0,
0,7,13,1,1,1,1,0,0,1,-1,0,
0,8,0,1,1,1,1,0,1,1,0,-1,
0,8,3,1,1,1,1,0,1,1,0,1,
0,8,11,1,1,1,1,0,1,1,0,-1,
0,11,0,1,1,1,1,0,1,1,0,-1,
0,11,3,1,1,1,1,0,1,1,0,1,
0,11,11,1,1,1,1,0,1,1,0,-1,
0,12,13,1,1,1,1,0,0,1,1,0,
0,14,4,1,2,2,1,0,0,1,0,0,
0,14,16,1,2,2,1,0,0,1,0,0,
0,16,6,1,2,2,1,0,0,1,0,0,
0,16,8,1,2,2,1,0,0,1,0,1,
0,16,10,1,2,2,1,2,0,1,0,1,
0,16,16,1,2,2,1,0,0,1,1,0,
0,18,4,1,2,2,1,0,0,1,0,0,
0,18,16,1,2,2,1,0,0,1,1,0,
0,14,6,1,2,1,1,0,0,1,-1,1,
0,14,15,1,2,1,1,0,0,1,0,-1,
0,14,18,1,2,1,1,0,0,1,0,1,
0,15,8,1,1,2,1,2,0,1,-1,0,
0,15,10,1,1,2,1,2,0,1,-1,1,
0,16,5,1,2,1,1,0,0,1,0,-1,
0,16,15,1,2,1,1,0,0,1,1,-1,
0,18,6,1,2,1,1,0,0,1,1,1,
0,18,8,1,1,2,1,2,0,1,1,0,
0,18,15,1,2,1,1,0,0,1,1,-1,
0,18,18,1,2,1,1,0,0,1,0,1,
0,14,7,1,1,1,1,0,1,1,0,1,
0,14,9,1,1,1,1,0,1,1,-1,0,
0,15,7,1,1,1,1,0,0,1,0,0,
0,15,14,1,1,1,1,2,0,1,0,-1,
0,16,2,1,1,1,1,0,1,1,0,0,
0,18,7,1,1,1,1,0,0,1,1,0,
0,18,10,1,1,1,1,2,0,1,1,1,
0,18,14,1,1,1,1,2,0,1,0,-1,
0,19,8,1,1,1,1,0,1,1,1,0,
0,19,12,1,1,1,1,0,1,1,0,0,
0,1,13,2,2,2,1,0,0,1,0,0,
0,3,13,2,2,2,1,0,0,1,1,0,
0,0,1,2,2,2,1,0,0,1,0,0,
0,4,1,2,2,2,1,0,0,1,0,0,
0,2,0,2,2,2,1,0,0,1,0,0,
0,2,2,2,2,1,1,0,0,1,0,1,
0,1,0,2,1,1,1,0,0,1,-1,-1,
0,4,0,2,1,1,1,0,0,1,1,-1,
0,7,1,2,2,2,1,0,0,1,0,0,
0,9,1,2,2,2,1,0,0,1,1,0,
0,9,12,2,2,2,1,0,0,1,0,0,
0,11,1,2,2,2,1,0,0,1,1,0,
0,7,12,2,2,2,1,0,0,1,-1,0,
0,11,12,2,2,2,1,0,0,1,1,0,
0,9,14,2,2,1,1,0,0,1,0,1,
0,8,0,2,1,1,1,0,1,1,0,-1,
