1 1 1 22
1 1 2 22
9 1 2 21
17 1 2 21
25 1 2 21
33 1 2 21
41 1 2 21
49 1 2 21
57 1 2 21
65 1 2 21
73 1 2 21
2 1 3 81
10 1 3 81
18 1 3 81
26 1 3 81
34 1 3 81
42 1 3 81
50 1 3 81
58 1 3 81
66 1 3 81
74 1 3 81
