0,0,1,1,4,1,1,0,0,1,0,0
0,0,9,1,4,1,1,0,0,1,0,0
0,1,0,1,4,1,1,0,0,1,0,-1
0,1,2,1,4,1,1,0,0,1,0,1
0,1,8,1,1,1,1,0,0,1,0,-1
0,1,10,1,4,1,1,0,0,1,0,1
0,2,3,1,2,1,1,0,0,1,0,1
0,2,7,1,2,2,1,0,0,1,1,-1
0,4,1,1,1,1,1,2,0,1,1,0
0,4,8,1,1,2,1,0,0,1,1,-1
0,12,4,1,1,3,1,0,0,1,0,0
0,13,3,1,1,4,1,0,0,1,1,0
0,13,7,1,4,1,1,0,0,1,0,1
0,14,2,1,2,4,1,0,0,1,1,0
0,14,6,1,4,1,1,0,0,1,1,0
0,14,8,1,4,1,1,0,0,1,0,1
0,16,2,1,2,4,1,0,0,1,1,-1
0,17,7,1,1,1,1,0,0,1,1,0
0,18,2,1,2,4,1,0,0,1,1,0
0,18,6,1,2,3,1,0,0,1,1,1
0,20,1,1,2,8,1,0,0,1,1,0
0,20,9,1,4,1,1,2,0,1,0,1
0,22,1,1,8,2,1,2,0,1,1,0
0,22,3,1,4,1,1,0,0,1,1,1
0,22,7,1,4,1,1,0,0,1,1,0
0,22,8,1,2,1,1,2,0,1,1,0
0,24,8,1,8,2,1,2,0,1,1,1
0,26,3,1,4,1,1,2,0,1,1,1
0,26,7,1,4,1,1,2,0,1,1,-1
0,30,1,1,2,3,1,0,0,1,1,0
0,30,7,1,2,1,1,0,0,1,1,-1
0,32,1,1,1,4,1,0,0,1,1,0
0,32,6,1,1,4,1,0,0,1,1,0
0,33,0,1,1,4,1,0,0,1,1,0
0,33,4,1,1,1,1,0,0,1,1,1
0,33,6,1,1,1,1,0,0,1,1,0
0,33,7,1,1,4,1,0,0,1,1,1
0,34,1,1,1,4,1,0,0,1,1,0
0,34,6,1,1,4,1,0,0,1,1,0
0,11,6,1,1,1,1,0,1,1,-1,0
0,13,8,1,1,1,1,0,1,1,-1,1
0,10,6,1,1,1,1,0,1,1,-1,0
0,11,5,1,1,1,1,0,1,1,-1,-1
0,9,6,1,1,1,1,0,1,1,-1,0
