0,0,2,1,4,2,1,2,0,1,0,0
0,0,11,1,4,2,1,2,0,1,0,0
0,14,3,1,2,8,1,2,0,1,0,0
0,14,11,1,1,1,1,2,0,1,0,0
0,15,2,1,1,1,1,2,0,1,0,0
0,15,11,1,1,2,1,2,0,1,0,0
0,16,1,1,2,8,1,2,0,1,0,0
0,16,9,1,4,1,1,0,0,1,0,0
0,16,10,1,8,2,1,0,0,1,0,0
0,16,12,1,8,2,1,2,0,1,0,0
0,18,1,1,2,8,1,2,0,1,0,0
0,20,1,1,2,8,1,2,0,1,0,0
0,20,9,1,4,1,1,0,0,1,0,0
0,22,1,1,2,8,1,2,0,1,0,0
0,24,1,1,2,8,1,2,0,1,0,0
0,24,9,1,4,1,1,0,0,1,0,0
0,24,10,1,8,2,1,0,0,1,0,0
0,24,12,1,8,2,1,2,0,1,0,0
0,26,1,1,2,8,1,2,0,1,0,0
0,28,1,1,2,8,1,2,0,1,0,0
0,28,9,1,4,1,1,0,0,1,0,0
0,30,1,1,2,8,1,2,0,1,0,0
0,32,1,1,2,8,1,2,0,1,0,0
0,32,9,1,2,4,1,0,0,1,0,0
0,32,13,1,4,1,1,2,0,1,0,0
0,34,1,1,2,8,1,2,0,1,0,0
0,34,9,1,2,4,1,0,0,1,0,0
0,36,1,1,1,1,1,2,0,1,0,0
0,36,2,1,2,8,1,2,0,1,0,0
0,36,10,1,2,2,1,2,0,1,0,0
0,36,12,1,1,2,1,2,0,1,0,0
0,37,12,1,1,1,1,2,0,1,0,0
0,1,1,1,4,1,1,2,0,1,0,0
0,1,13,1,4,1,1,2,0,1,0,0
0,4,2,1,1,1,1,2,0,1,0,0
0,4,12,1,1,1,1,2,0,1,0,0
0,11,6,1,1,3,1,0,0,1,0,0
0,12,5,1,2,4,1,0,0,1,0,0
0,12,9,1,1,1,1,0,0,1,0,0
0,13,4,1,1,1,1,0,0,1,0,0
0,13,9,1,1,2,1,0,0,1,0,0
0,38,4,1,2,4,1,0,0,1,0,0
0,38,8,1,4,2,1,0,0,1,0,0
0,38,10,1,4,1,1,2,0,1,0,0
0,40,4,1,2,4,1,2,0,1,0,0
0,42,5,1,2,4,1,2,0,1,0,0
0,42,9,1,2,1,1,2,0,1,0,0
0,44,6,1,1,1,1,2,0,1,0,0
0,44,8,1,1,1,1,2,0,1,0,0
0,2,4,1,1,1,1,0,1,1,0,0
0,2,10,1,1,1,1,0,1,1,0,0
0,5,2,1,1,1,1,0,1,1,0,0
0,5,13,1,1,1,1,0,1,1,0,0
0,12,4,1,1,1,1,0,1,1,0,0
0,12,10,1,1,1,1,0,1,1,0,0
0,13,11,1,1,1,1,0,1,1,0,0
0,38,3,1,1,1,1,0,1,1,0,0
0,38,11,1,1,1,1,0,1,1,0,0
0,44,9,1,1,1,1,0,1,1,0,0
0,6,2,1,1,1,1,0,1,1,0,0
0,6,13,1,1,1,1,0,1,1,0,0
0,10,9,1,1,1,1,0,1,1,0,0
0,11,4,1,1,1,1,0,1,1,0,0
0,13,2,1,1,1,1,0,1,1,0,0
0,5,0,1,1,1,1,0,1,1,0,0
