%191
1 5 1 22
2 3 1 12
2 7 1 12
3 2 1 21
3 3 1 22
3 5 1 22
3 7 1 22
3 9 1 21
5 2 1 21
5 3 1 22
5 5 1 22
5 7 1 22
5 9 1 21
7 3 1 12
7 5 1 12
7 7 1 11
1 5 2 12
2 2 2 22
2 4 2 22
2 6 2 22
2 8 2 22
4 2 2 22
4 4 2 22
4 6 2 22
4 8 2 22
6 2 2 22
6 4 2 22
6 6 2 22
6 8 2 22
1 2 3 21
1 3 3 22
1 5 3 22
1 7 3 22
2 9 3 11
3 1 3 22
3 3 3 22
3 5 3 22
3 7 3 22
3 9 3 22
5 1 3 22
5 3 3 22
5 5 3 22
5 7 3 22
5 9 3 22
7 2 3 11
7 3 3 22
7 5 3 22
7 7 3 22
7 9 3 11
1 2 4 12
1 4 4 12
1 6 4 12
1 8 4 11
2 1 4 21
2 2 4 22
2 4 4 22
2 6 4 22
2 8 4 22
3 10 4 11
4 1 4 21
4 2 4 22
4 4 4 22
4 6 4 22
4 8 4 22
4 10 4 21
6 1 4 11
6 2 4 22
6 4 4 22
6 6 4 22
6 8 4 22
6 10 4 11
8 3 4 12
8 5 4 12
8 7 4 12
1 2 5 21
1 3 5 22
1 5 5 22
1 7 5 21
2 8 5 12
3 1 5 22
3 3 5 22
3 5 5 22
3 7 5 22
3 9 5 22
5 1 5 22
5 3 5 22
5 5 5 22
5 7 5 22
5 9 5 22
7 2 5 11
7 3 5 22
7 5 5 22
7 7 5 21
7 8 5 12
1 3 6 12
1 5 6 12
2 2 6 22
2 4 6 22
2 6 6 22
2 8 6 22
3 1 6 11
3 10 6 11
4 1 6 21
4 2 6 22
4 4 6 22
4 6 6 22
4 8 6 22
4 10 6 22
6 2 6 22
6 4 6 22
6 6 6 22
6 8 6 21
6 9 6 12
8 4 6 12
2 3 7 12
2 5 7 12
3 2 7 21
3 3 7 22
3 5 7 22
3 7 7 22
3 9 7 22
4 11 7 21
5 2 7 21
5 3 7 22
5 5 7 22
5 7 7 22
5 9 7 22
7 3 7 12
7 5 7 11
3 3 8 12
3 5 8 12
3 9 8 12
4 2 8 22
4 4 8 22
4 6 8 21
4 8 8 22
4 10 8 21
6 3 8 12
6 5 8 11
3 2 9 21
3 3 9 22
3 5 9 22
4 9 9 22
5 2 9 11
5 3 9 22
5 5 9 22
2 3 10 21
2 4 10 22
2 6 10 21
3 1 10 12
4 2 10 22
4 4 10 22
4 6 10 22
6 3 10 21
6 4 10 22
6 6 10 12
2 3 11 12
2 5 11 12
3 1 11 22
3 3 11 22
3 5 11 22
3 7 11 21
5 1 11 22
5 3 11 22
5 5 11 22
5 7 11 21
7 3 11 12
7 5 11 11
2 3 12 21
2 4 12 22
2 6 12 21
3 1 12 12
3 7 12 11
4 1 12 21
4 2 12 22
4 4 12 22
4 6 12 22
6 2 12 12
6 4 12 22
6 6 12 12
2 4 13 12
3 3 13 22
3 5 13 22
4 7 13 21
5 3 13 22
5 5 13 22
3 4 14 12
4 3 14 21
4 4 14 22
4 6 14 21
6 5 14 11
